description,code
"A footer containing a list of options with black text, each inside a groove box, with none, fade-in, and @media (max-width: 600px) { font-size: 14px; }.",<h1><ul style='box-shadow: none; animation: slide-up 1.5s;'><li style='color: yellow; border: 1px dotted cyan;'>Submit</li><li style='color: yellow; border: 1px double green;'>Click Me</li><li style='color: orange; border: 1px groove purple;'>Search</li><li style='color: blue; border: 1px groove red;'>Contact Us</li><li style='color: green; border: 1px dotted yellow;'>Hello World</li></ul></h1> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 1200px) { font-size: 18px; }
"A textarea containing a list of options with blue text, each inside a dotted box, with 4px 4px 10px rgba(0, 0, 0, 0.5), bounce, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<textarea><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: fade-in 1.5s;'><li style='color: black; border: 1px dotted purple;'>Hello World</li><li style='color: purple; border: 1px dotted purple;'>Submit</li><li style='color: white; border: 1px ridge black;'>Enter Your Name</li><li style='color: orange; border: 1px solid purple;'>Sign Up</li><li style='color: blue; border: 1px groove red;'>Sign Up</li></ul></textarea> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 1200px) { font-size: 18px; }"
"A select containing a yellow button with radial-gradient(circle, pink, purple) background that says 'Choose Option', followed by a large text description, with spin.","<select><button style='background-color: linear-gradient(to right, red, yellow); font-size: 30px; animation: slide-up 2s;'>Login</button><p style='font-size: 30px;'>click me</p></select> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: all 0.3s ease;"
"A red box with double border, radial-gradient(circle, pink, purple) background, small text centered inside, using flex layout, with :hover { transform: scale(1.1); } and spin.","<div style='background: linear-gradient(to right, red, yellow); border: 2px dotted orange; font-size: 28px; text-align: center; display: block; justify-content: space-between; align-items: center; animation: spin 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Sign Up</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A responsive select with a grid layout using template 'repeat(2, 1fr)', containing items with large text and :hover { background-color: #555; color: white; }.","<input style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { transform: scale(1.1); }'><li style='color: pink; border: 1px solid green;'>Login</li><li style='color: white; border: 1px dashed white;'>Hello World</li><li style='color: blue; border: 1px groove purple;'>Search</li><li style='color: blue; border: 1px groove yellow;'>Submit</li><li style='color: white; border: 1px dashed blue;'>Enter Your Name</li></input> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A select containing a white button with linear-gradient(to bottom, blue, green) background that says 'Contact Us', followed by a large text description, with fade-in.","<span><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 12px; animation: fade-in 2s;'>Submit</button><p style='font-size: 12px;'>contact us</p></span> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } transition: all 0.3s ease;"
"A textarea containing a gray button with radial-gradient(circle, pink, purple) background that says 'Hello World', followed by a medium text description, with spin.","<header><button style='background-color: radial-gradient(circle, pink, purple); font-size: 28px; animation: bounce 2s;'>Login</button><p style='font-size: 28px;'>click me</p></header> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: all 0.3s ease;"
"A responsive h1 with a grid layout using template 'repeat(3, 1fr)', containing items with small text and :hover { transform: scale(1.1); }.","<button style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { transform: scale(1.1); }'><li style='color: yellow; border: 1px dashed black;'>Choose Option</li><li style='color: pink; border: 1px double yellow;'>Hello World</li><li style='color: gray; border: 1px dotted white;'>Choose Option</li><li style='color: purple; border: 1px solid red;'>Contact Us</li><li style='color: pink; border: 1px groove purple;'>Contact Us</li></button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A responsive button with a grid layout using template 'repeat(3, 1fr)', containing items with medium text and :hover { background-color: #555; color: white; }.","<nav style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { background-color: #555; color: white; }'><li style='color: purple; border: 1px dashed white;'>Sign Up</li><li style='color: cyan; border: 1px solid green;'>Login</li><li style='color: red; border: 1px groove gray;'>Choose Option</li><li style='color: yellow; border: 1px double blue;'>Click Me</li><li style='color: cyan; border: 1px groove cyan;'>Choose Option</li></nav> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A small h3 with white text, Arial font, 4px 4px 10px rgba(0, 0, 0, 0.5), and spin, displayed as grid with flex-end, responsive with media queries.","<select style='color: yellow; font-size: 24px; font-family: Times New Roman; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); display: none; justify-content: space-around; animation: fade-in 2s; transition: transform 0.2s ease-in-out;'>Click Me</select> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (max-width: 600px) { font-size: 14px; }"
"A large span with yellow text, Arial font, none, and spin, displayed as block with flex-start, responsive with media queries.","<span style='color: purple; font-size: 26px; font-family: Georgia; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); display: block; justify-content: space-between; animation: bounce 2s; transition: all 0.3s ease;'>Sign Up</span> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 1200px) { font-size: 18px; }"
"A responsive button with a grid layout using template 'repeat(2, 1fr)', containing items with large text and :hover { background-color: #555; color: white; }.",<button style='display: grid; grid-template-columns: 1fr 2fr; gap: 10px; :hover { background-color: #555; color: white; }'><li style='color: white; border: 1px dashed purple;'>Choose Option</li><li style='color: pink; border: 1px dotted purple;'>Search</li><li style='color: purple; border: 1px double black;'>Enter Your Name</li><li style='color: pink; border: 1px solid cyan;'>Login</li><li style='color: yellow; border: 1px double red;'>Choose Option</li></button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }
"A div containing a list of options with orange text, each inside a dotted box, with 2px 2px 5px rgba(0, 0, 0, 0.3), spin, and @media (max-width: 600px) { font-size: 14px; }.","<select><ul style='box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: slide-up 1.5s;'><li style='color: pink; border: 1px dashed red;'>Hello World</li><li style='color: white; border: 1px ridge black;'>Contact Us</li><li style='color: blue; border: 1px double cyan;'>Hello World</li><li style='color: black; border: 1px double white;'>Enter Your Name</li><li style='color: gray; border: 1px ridge black;'>Contact Us</li></ul></select> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (max-width: 600px) { font-size: 14px; }"
"A button containing a orange button with radial-gradient(circle, pink, purple) background that says 'Choose Option', followed by a medium text description, with bounce.","<textarea><button style='background-color: linear-gradient(to right, red, yellow); font-size: 12px; animation: slide-up 2s;'>Sign Up</button><p style='font-size: 12px;'>search</p></textarea> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: transform 0.2s ease-in-out;"
"A textarea containing a purple button with linear-gradient(to bottom, blue, green) background that says 'Search', followed by a medium text description, with bounce.","<h3><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 28px; animation: spin 2s;'>Enter Your Name</button><p style='font-size: 28px;'>hello world</p></h3> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } transition: transform 0.2s ease-in-out;"
"A pink box with double border, linear-gradient(to bottom, blue, green) background, medium text centered inside, using none layout, with :hover { transform: scale(1.1); } and fade-in.","<div style='background: linear-gradient(to right, red, yellow); border: 2px groove pink; font-size: 22px; text-align: center; display: block; justify-content: flex-start; align-items: center; animation: spin 2s; transition: transform 0.2s ease-in-out; :hover { transform: scale(1.1); }'>Sign Up</div> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A purple button with large Tahoma text, using none layout, aligned to the right, with none, spin, and a :hover { transform: scale(1.1); }.","<button style='background-color: white; font-size: 24px; font-family: Arial; display: none; text-align: right; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: bounce 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Choose Option</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A cyan box with dotted border, radial-gradient(circle, pink, purple) background, large text centered inside, using grid layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and fade-in.","<div style='background: linear-gradient(to right, red, yellow); border: 2px solid green; font-size: 30px; text-align: center; display: grid; justify-content: flex-end; align-items: center; animation: fade-in 2s; transition: transform 0.2s ease-in-out; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Login</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A small h2 with orange text, Times New Roman font, 0 4px 8px rgba(0, 0, 0, 0.2), and spin, displayed as flex with space-between, responsive with media queries.","<button style='color: white; font-size: 20px; font-family: Tahoma; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: none; justify-content: space-around; animation: fade-in 2s; transition: all 0.3s ease;'>Submit</button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A yellow button with small Verdana text, using inline-block layout, aligned to the left, with 4px 4px 10px rgba(0, 0, 0, 0.5), fade-in, and a :hover { transform: scale(1.1); }.","<button style='background-color: pink; font-size: 28px; font-family: Tahoma; display: grid; text-align: right; box-shadow: none; animation: slide-up 2s; transition: transform 0.2s ease-in-out; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Submit</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A h2 containing a blue button with linear-gradient(to right, red, yellow) background that says 'Submit', followed by a large text description, with fade-in.","<textarea><button style='background-color: linear-gradient(to right, red, yellow); font-size: 16px; animation: spin 2s;'>Search</button><p style='font-size: 16px;'>submit</p></textarea> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: background-color 0.4s ease;"
"A green box with double border, radial-gradient(circle, pink, purple) background, large text centered inside, using grid layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and slide-up.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px solid blue; font-size: 12px; text-align: center; display: inline-block; justify-content: center; align-items: center; animation: spin 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Login</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A white box with double border, linear-gradient(to bottom, blue, green) background, large text centered inside, using grid layout, with :hover { transform: scale(1.1); } and fade-in.","<div style='background: radial-gradient(circle, pink, purple); border: 2px solid gray; font-size: 18px; text-align: center; display: none; justify-content: space-around; align-items: center; animation: spin 2s; transition: transform 0.2s ease-in-out; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Enter Your Name</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A responsive h1 with a grid layout using template '1fr 2fr', containing items with medium text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<header style='display: grid; grid-template-columns: 100px 1fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: orange; border: 1px dotted green;'>Login</li><li style='color: cyan; border: 1px dashed blue;'>Choose Option</li><li style='color: white; border: 1px ridge gray;'>Contact Us</li><li style='color: purple; border: 1px dotted green;'>Contact Us</li><li style='color: red; border: 1px double black;'>Search</li></header> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A red box with solid border, linear-gradient(to bottom, blue, green) background, large text centered inside, using block layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and slide-up.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px dashed cyan; font-size: 24px; text-align: center; display: block; justify-content: flex-start; align-items: center; animation: fade-in 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Enter Your Name</div> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A gray box with groove border, linear-gradient(to right, red, yellow) background, small text centered inside, using grid layout, with :hover { transform: scale(1.1); } and fade-in.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px ridge gray; font-size: 30px; text-align: center; display: flex; justify-content: flex-end; align-items: center; animation: spin 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Click Me</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A responsive span with a grid layout using template 'repeat(2, 1fr)', containing items with medium text and :hover { transform: scale(1.1); }.","<h3 style='display: grid; grid-template-columns: 100px 1fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: red; border: 1px ridge purple;'>Search</li><li style='color: pink; border: 1px double orange;'>Submit</li><li style='color: purple; border: 1px solid pink;'>Click Me</li><li style='color: cyan; border: 1px dotted orange;'>Search</li><li style='color: red; border: 1px ridge purple;'>Choose Option</li></h3> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A h1 containing a blue button with linear-gradient(to bottom, blue, green) background that says 'Click Me', followed by a small text description, with bounce.","<h2><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 30px; animation: spin 2s;'>Submit</button><p style='font-size: 30px;'>submit</p></h2> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: all 0.3s ease;"
"A header containing a green button with radial-gradient(circle, pink, purple) background that says 'Hello World', followed by a small text description, with spin.","<input><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 18px; animation: fade-in 2s;'>Enter Your Name</button><p style='font-size: 18px;'>sign up</p></input> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: transform 0.2s ease-in-out;"
"A h2 containing a list of options with gray text, each inside a double box, with 4px 4px 10px rgba(0, 0, 0, 0.5), slide-up, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.",<footer><ul style='box-shadow: none; animation: spin 1.5s;'><li style='color: cyan; border: 1px solid yellow;'>Login</li><li style='color: blue; border: 1px solid red;'>Submit</li><li style='color: cyan; border: 1px solid blue;'>Submit</li><li style='color: pink; border: 1px double orange;'>Choose Option</li><li style='color: gray; border: 1px dotted yellow;'>Search</li></ul></footer> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 1200px) { font-size: 18px; }
"A div containing a list of options with orange text, each inside a ridge box, with 2px 2px 5px rgba(0, 0, 0, 0.3), spin, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<h2><ul style='box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: fade-in 1.5s;'><li style='color: black; border: 1px solid cyan;'>Hello World</li><li style='color: pink; border: 1px double cyan;'>Sign Up</li><li style='color: blue; border: 1px dashed orange;'>Login</li><li style='color: pink; border: 1px dashed white;'>Enter Your Name</li><li style='color: gray; border: 1px double yellow;'>Login</li></ul></h2> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (max-width: 600px) { font-size: 14px; }"
"A span containing a red button with linear-gradient(to right, red, yellow) background that says 'Enter Your Name', followed by a medium text description, with slide-up.","<nav><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 26px; animation: spin 2s;'>Contact Us</button><p style='font-size: 26px;'>enter your name</p></nav> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: all 0.3s ease;"
"A p containing a black button with radial-gradient(circle, pink, purple) background that says 'Sign Up', followed by a small text description, with spin.","<div><button style='background-color: linear-gradient(to right, red, yellow); font-size: 30px; animation: bounce 2s;'>Click Me</button><p style='font-size: 30px;'>click me</p></div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: all 0.3s ease;"
"A large footer with cyan text, Courier New font, 4px 4px 10px rgba(0, 0, 0, 0.5), and bounce, displayed as grid with space-around, responsive with media queries.","<div style='color: purple; font-size: 12px; font-family: Helvetica; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: inline-block; justify-content: space-around; animation: slide-up 2s; transition: background-color 0.4s ease;'>Submit</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A small h1 with blue text, Tahoma font, 4px 4px 10px rgba(0, 0, 0, 0.5), and slide-up, displayed as grid with flex-start, responsive with media queries.","<nav style='color: red; font-size: 12px; font-family: Helvetica; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: block; justify-content: flex-start; animation: spin 2s; transition: transform 0.2s ease-in-out;'>Search</nav> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (max-width: 600px) { font-size: 14px; }"
"A div containing a yellow button with linear-gradient(to bottom, blue, green) background that says 'Choose Option', followed by a small text description, with spin.","<input><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 18px; animation: slide-up 2s;'>Search</button><p style='font-size: 18px;'>choose option</p></input> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: transform 0.2s ease-in-out;"
"A p containing a list of options with white text, each inside a dotted box, with none, slide-up, and @media (max-width: 600px) { font-size: 14px; }.","<h3><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: spin 1.5s;'><li style='color: pink; border: 1px solid white;'>Choose Option</li><li style='color: pink; border: 1px dotted cyan;'>Contact Us</li><li style='color: red; border: 1px groove pink;'>Enter Your Name</li><li style='color: pink; border: 1px dotted green;'>Login</li><li style='color: blue; border: 1px solid gray;'>Submit</li></ul></h3> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 1200px) { font-size: 18px; }"
"A responsive header with a grid layout using template '1fr 2fr', containing items with small text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.",<span style='display: grid; grid-template-columns: 100px 1fr; gap: 10px; :hover { transform: scale(1.1); }'><li style='color: orange; border: 1px solid pink;'>Submit</li><li style='color: gray; border: 1px solid cyan;'>Enter Your Name</li><li style='color: purple; border: 1px solid gray;'>Submit</li><li style='color: purple; border: 1px dotted white;'>Sign Up</li><li style='color: blue; border: 1px ridge red;'>Sign Up</li></span> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }
"A responsive h1 with a grid layout using template 'repeat(3, 1fr)', containing items with large text and :hover { background-color: #555; color: white; }.","<p style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: red; border: 1px ridge pink;'>Enter Your Name</li><li style='color: green; border: 1px dashed pink;'>Search</li><li style='color: black; border: 1px dotted orange;'>Choose Option</li><li style='color: orange; border: 1px groove green;'>Login</li><li style='color: white; border: 1px ridge pink;'>Sign Up</li></p> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A black box with solid border, linear-gradient(to right, red, yellow) background, medium text centered inside, using flex layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and bounce.","<div style='background: radial-gradient(circle, pink, purple); border: 2px dotted white; font-size: 28px; text-align: center; display: flex; justify-content: center; align-items: center; animation: bounce 2s; transition: transform 0.2s ease-in-out; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Contact Us</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A cyan button with medium Courier New text, using block layout, aligned to the center, with 0 4px 8px rgba(0, 0, 0, 0.2), fade-in, and a :hover { background-color: #555; color: white; }.","<button style='background-color: green; font-size: 24px; font-family: Times New Roman; display: inline-block; text-align: justify; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: fade-in 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Submit</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A h2 containing a yellow button with linear-gradient(to right, red, yellow) background that says 'Contact Us', followed by a medium text description, with spin.","<footer><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 14px; animation: fade-in 2s;'>Enter Your Name</button><p style='font-size: 14px;'>login</p></footer> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: background-color 0.4s ease;"
"A small h2 with orange text, Helvetica font, 0 4px 8px rgba(0, 0, 0, 0.2), and bounce, displayed as inline-block with center, responsive with media queries.","<nav style='color: yellow; font-size: 30px; font-family: Arial; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); display: inline-block; justify-content: flex-end; animation: slide-up 2s; transition: all 0.3s ease;'>Enter Your Name</nav> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (max-width: 600px) { font-size: 14px; }"
"A red button with medium Verdana text, using none layout, aligned to the justify, with 2px 2px 5px rgba(0, 0, 0, 0.3), slide-up, and a :hover { background-color: #555; color: white; }.","<button style='background-color: blue; font-size: 22px; font-family: Courier New; display: none; text-align: justify; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: bounce 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Search</button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A cyan button with small Times New Roman text, using grid layout, aligned to the right, with none, bounce, and a :hover { background-color: #555; color: white; }.","<button style='background-color: white; font-size: 24px; font-family: Courier New; display: inline-block; text-align: center; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: fade-in 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Choose Option</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A select containing a yellow button with linear-gradient(to right, red, yellow) background that says 'Sign Up', followed by a large text description, with spin.","<h2><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 24px; animation: fade-in 2s;'>Hello World</button><p style='font-size: 24px;'>hello world</p></h2> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: all 0.3s ease;"
"A nav containing a white button with linear-gradient(to right, red, yellow) background that says 'Sign Up', followed by a medium text description, with bounce.","<p><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 28px; animation: fade-in 2s;'>Contact Us</button><p style='font-size: 28px;'>click me</p></p> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: transform 0.2s ease-in-out;"
"A responsive span with a grid layout using template '1fr 2fr', containing items with medium text and :hover { background-color: #555; color: white; }.","<nav style='display: grid; grid-template-columns: 100px 1fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: pink; border: 1px ridge purple;'>Contact Us</li><li style='color: black; border: 1px solid gray;'>Contact Us</li><li style='color: purple; border: 1px dotted black;'>Choose Option</li><li style='color: gray; border: 1px groove pink;'>Choose Option</li><li style='color: white; border: 1px solid orange;'>Submit</li></nav> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A large h2 with green text, Tahoma font, 0 4px 8px rgba(0, 0, 0, 0.2), and fade-in, displayed as inline-block with space-between, responsive with media queries.",<select style='color: cyan; font-size: 26px; font-family: Tahoma; box-shadow: none; display: flex; justify-content: space-between; animation: slide-up 2s; transition: transform 0.2s ease-in-out;'>Search</select> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (max-width: 600px) { font-size: 14px; }
"A orange box with double border, linear-gradient(to bottom, blue, green) background, medium text centered inside, using flex layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and slide-up.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px ridge purple; font-size: 20px; text-align: center; display: block; justify-content: flex-end; align-items: center; animation: bounce 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Click Me</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A gray button with large Courier New text, using none layout, aligned to the right, with 2px 2px 5px rgba(0, 0, 0, 0.3), fade-in, and a :hover { transform: scale(1.1); }.","<button style='background-color: pink; font-size: 20px; font-family: Verdana; display: flex; text-align: right; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: slide-up 2s; transition: transform 0.2s ease-in-out; :hover { transform: scale(1.1); }'>Enter Your Name</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A cyan box with double border, linear-gradient(to bottom, blue, green) background, medium text centered inside, using flex layout, with :hover { background-color: #555; color: white; } and bounce.","<div style='background: linear-gradient(to right, red, yellow); border: 2px dotted gray; font-size: 16px; text-align: center; display: grid; justify-content: flex-end; align-items: center; animation: fade-in 2s; transition: transform 0.2s ease-in-out; :hover { background-color: #555; color: white; }'>Hello World</div> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A green box with dotted border, linear-gradient(to bottom, blue, green) background, small text centered inside, using block layout, with :hover { transform: scale(1.1); } and spin.","<div style='background: radial-gradient(circle, pink, purple); border: 2px dashed green; font-size: 18px; text-align: center; display: flex; justify-content: flex-end; align-items: center; animation: fade-in 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Choose Option</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A responsive select with a grid layout using template 'repeat(2, 1fr)', containing items with large text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<div style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { background-color: #555; color: white; }'><li style='color: orange; border: 1px solid red;'>Search</li><li style='color: black; border: 1px double green;'>Search</li><li style='color: gray; border: 1px solid yellow;'>Submit</li><li style='color: yellow; border: 1px dotted gray;'>Hello World</li><li style='color: black; border: 1px solid white;'>Submit</li></div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A span containing a pink button with linear-gradient(to right, red, yellow) background that says 'Contact Us', followed by a large text description, with fade-in.","<input><button style='background-color: linear-gradient(to right, red, yellow); font-size: 20px; animation: slide-up 2s;'>Enter Your Name</button><p style='font-size: 20px;'>hello world</p></input> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: transform 0.2s ease-in-out;"
"A pink button with small Times New Roman text, using none layout, aligned to the center, with 0 4px 8px rgba(0, 0, 0, 0.2), slide-up, and a :hover { transform: scale(1.1); }.","<button style='background-color: red; font-size: 16px; font-family: Arial; display: grid; text-align: right; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: spin 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Submit</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
